dataset,model,n_attacks,aux_cols,secret,gt_baseline,risk_value,risk_ci_lwr,risk_ci_upr
elliptic,gran,-1,"['avg_clustering', 'avg_deg', 'avg_shortest_path_len']",deg_assortativity_coef,False,0.0,0.0,0.0771
elliptic,gran,-1,"['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'diameter']",deg_assortativity_coef,False,0.0,0.0,0.0771
elliptic,gran,-1,"['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'diameter', 'n_nodes']",deg_assortativity_coef,False,0.0,0.0,0.0771
elliptic,gran,-1,"['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'diameter', 'n_nodes', 'radius']",deg_assortativity_coef,False,0.0,0.0,0.0771
elliptic,gran,-1,['avg_clustering'],diameter,False,0.0,0.0,0.0771
elliptic,gran,-1,"['avg_clustering', 'avg_deg']",diameter,False,0.0,0.0,0.0771
elliptic,gran,-1,"['avg_clustering', 'avg_deg', 'avg_shortest_path_len']",diameter,False,0.0,0.0,0.0771
elliptic,gran,-1,"['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef']",diameter,False,0.0,0.0,0.0771
elliptic,gran,-1,"['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'n_nodes']",diameter,False,0.0,0.0,0.0771
elliptic,gran,-1,"['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'n_nodes', 'radius']",diameter,False,0.0,0.0,0.0771
elliptic,gran,-1,['avg_clustering'],n_nodes,False,0.0,0.0,0.0771
elliptic,gran,-1,"['avg_clustering', 'avg_deg']",n_nodes,False,0.0,0.0,0.1074
elliptic,gran,-1,"['avg_clustering', 'avg_deg', 'avg_shortest_path_len']",n_nodes,False,0.0,0.0,0.1074
elliptic,gran,-1,"['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef']",n_nodes,True,0.0,0.0,0.167
elliptic,gran,-1,"['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter']",n_nodes,True,0.0,0.0,0.167
elliptic,gran,-1,"['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'radius']",n_nodes,True,0.0,0.0,0.167
elliptic,gran,-1,['avg_clustering'],radius,False,0.0,0.0,0.0771
elliptic,gran,-1,"['avg_clustering', 'avg_deg']",radius,False,0.0,0.0,0.0771
elliptic,gran,-1,"['avg_clustering', 'avg_deg', 'avg_shortest_path_len']",radius,False,0.0,0.0,0.0771
elliptic,gran,-1,"['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef']",radius,False,0.0,0.0,0.0771
elliptic,gran,-1,"['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter']",radius,False,0.0,0.0,0.0771
elliptic,gran,-1,"['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes']",radius,False,0.0,0.0,0.0771
elliptic,gran,-1,['avg_clustering'],transitivity,False,0.0,0.0,0.0771
elliptic,gran,-1,"['avg_clustering', 'avg_deg']",transitivity,False,0.0,0.0,0.0771
elliptic,gran,-1,"['avg_clustering', 'avg_deg', 'avg_shortest_path_len']",transitivity,False,0.0,0.0,0.0771
elliptic,gran,-1,"['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef']",transitivity,False,0.0,0.0,0.0771
elliptic,gran,-1,"['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter']",transitivity,False,0.0,0.0,0.0771
elliptic,gran,-1,"['avg_clustering', 'avg_deg', 'avg_shortest_path_len', 'deg_assortativity_coef', 'diameter', 'n_nodes']",transitivity,False,0.0,0.0,0.0771
